route,dataset_id,variant,split,sample_index,crop_name,num_predicted_masks,miou,ari,miou_agg,texture_a_best_iou,texture_b_best_iou,texture_a_agg_iou,texture_b_agg_iou,texture_a_overlap_mask_count,texture_b_overlap_mask_count,mask_score_mean,mask_score_median,feature_cluster_coarse_to_fine_global_pooled_init_coarse_only_status,evaluation_view,label_permutation_invariant,assignment_used,assignment_source_for_texture_a,assignment_source_for_texture_b,assignment_direct_miou,assignment_direct_ari,assignment_swapped_miou,assignment_swapped_ari,evaluation_selector,num_feature_levels,coarsest_level_name,finest_level_name,feature_level_names,feature_level_resolutions,cluster_pixel_count_a,cluster_pixel_count_b,rough_mask_positive_pixels_a,rough_mask_positive_pixels_b,refined_mask_positive_pixels_a,refined_mask_positive_pixels_b,refined_score_a,refined_score_b,refined_pair_selection_score,refined_pair_overlap_iou,output_stage,coarsest_init_mode,multiscale_refinement_applied,sam_refinement_applied,foreground_cluster_a_iou,foreground_cluster_b_iou,coarsest_pool_kernel_size,coarsest_pool_stride,pooled_grid_resolution,active_coarsest_component_stats_json
stld,architexture:stld,feature_cluster_coarse_to_fine_global_pooled_init_coarse_only,benchmark,100,101,2,0.3513473900686922,0.014871022321073565,0.5,0.1869661769730099,0.5157286031643745,0.110015869140625,0.889984130859375,2,2,0.0,0.0,ok,direct_foreground,False,"cluster_a->foreground,cluster_b->background",cluster_a,cluster_b,0.3513473900686922,0.014871022321073565,0.22362265883249727,0.014871022321073565,best_foreground_cluster_iou,1,fpn_2,fpn_2,fpn_2,72x72,34481,31055,34481,31055,34481,31055,0.0,0.0,0.0,0.0,coarsest_pooled_direct,pooled_avg_pool_coarse_only,False,False,0.1869661769730099,0.01709106373930147,3,3,24x24,"{""cluster_0"": {""cluster_value"": 0, ""component_size_histogram"": {""2718"": 1}, ""largest_component_size"": 2718, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 2718, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}, ""cluster_1"": {""cluster_value"": 1, ""component_size_histogram"": {""2457"": 1, ""9"": 1}, ""largest_component_size"": 2457, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 2, ""smallest_component_size"": 9, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}}"
stld,architexture:stld,feature_cluster_coarse_to_fine_global_pooled_init_coarse_only,benchmark,101,102,2,0.9174081050163791,0.8749591154022709,0.5,0.8692181597890386,0.9655980502437196,0.1953887939453125,0.8046112060546875,2,2,0.0,0.0,ok,direct_foreground,False,"cluster_a->foreground,cluster_b->background",cluster_a,cluster_b,0.9174081050163791,0.8749591154022709,0.014176250553481548,0.8749591154022709,best_foreground_cluster_iou,1,fpn_2,fpn_2,fpn_2,72x72,13422,52114,13422,52114,13422,52114,0.0,0.0,0.0,0.0,coarsest_pooled_direct,pooled_avg_pool_coarse_only,False,False,0.8692181597890386,0.009469755870004665,3,3,24x24,"{""cluster_0"": {""cluster_value"": 0, ""component_size_histogram"": {""1062"": 1}, ""largest_component_size"": 1062, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 1062, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}, ""cluster_1"": {""cluster_value"": 1, ""component_size_histogram"": {""4122"": 1}, ""largest_component_size"": 4122, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 4122, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}}"
stld,architexture:stld,feature_cluster_coarse_to_fine_global_pooled_init_coarse_only,benchmark,102,103,2,0.8208749743553461,0.7392693075711919,0.5,0.7008268824771288,0.9409230662335633,0.12603759765625,0.87396240234375,2,2,0.0,0.0,ok,direct_foreground,False,"cluster_a->foreground,cluster_b->background",cluster_a,cluster_b,0.8208749743553461,0.7392693075711919,0.02616535061351454,0.7392693075711919,best_foreground_cluster_iou,1,fpn_2,fpn_2,fpn_2,72x72,11075,54461,11075,54461,11075,54461,0.0,0.0,0.0,0.0,coarsest_pooled_direct,pooled_avg_pool_coarse_only,False,False,0.7008268824771288,0.004693406804638944,3,3,24x24,"{""cluster_0"": {""cluster_value"": 0, ""component_size_histogram"": {""873"": 1}, ""largest_component_size"": 873, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 873, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}, ""cluster_1"": {""cluster_value"": 1, ""component_size_histogram"": {""4311"": 1}, ""largest_component_size"": 4311, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 4311, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}}"
stld,architexture:stld,feature_cluster_coarse_to_fine_global_pooled_init_coarse_only,benchmark,103,104,2,0.3322161077140184,0.010502319768624958,0.5,0.1419908297589114,0.5224413856691253,0.123626708984375,0.876373291015625,2,2,0.0,0.0,ok,direct_foreground,False,"cluster_a->foreground,cluster_b->background",cluster_a,cluster_b,0.3322161077140184,0.010502319768624958,0.2479509218316226,0.010502319768624958,best_foreground_cluster_iou,1,fpn_2,fpn_2,fpn_2,72x72,30503,35033,30503,35033,30503,35033,0.0,0.0,0.0,0.0,coarsest_pooled_direct,pooled_avg_pool_coarse_only,False,False,0.1419908297589114,0.08289609118067934,3,3,24x24,"{""cluster_0"": {""cluster_value"": 0, ""component_size_histogram"": {""2421"": 1}, ""largest_component_size"": 2421, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 2421, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}, ""cluster_1"": {""cluster_value"": 1, ""component_size_histogram"": {""2763"": 1}, ""largest_component_size"": 2763, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 2763, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}}"
stld,architexture:stld,feature_cluster_coarse_to_fine_global_pooled_init_coarse_only,benchmark,104,105,2,0.3502955175818395,0.01586531064270151,0.5,0.1801983623572829,0.5203926728063961,0.1539154052734375,0.8460845947265625,2,2,0.0,0.0,ok,direct_foreground,False,"cluster_b->foreground,cluster_a->background",cluster_b,cluster_a,0.2461930262834827,0.01586531064270151,0.3502955175818395,0.01586531064270151,best_foreground_cluster_iou,1,fpn_2,fpn_2,fpn_2,72x72,34689,30847,34689,30847,34689,30847,0.0,0.0,0.0,0.0,coarsest_pooled_direct,pooled_avg_pool_coarse_only,False,False,0.09372481008329465,0.1801983623572829,3,3,24x24,"{""cluster_0"": {""cluster_value"": 0, ""component_size_histogram"": {""2754"": 1}, ""largest_component_size"": 2754, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 2754, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}, ""cluster_1"": {""cluster_value"": 1, ""component_size_histogram"": {""2421"": 1, ""9"": 1}, ""largest_component_size"": 2421, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 2, ""smallest_component_size"": 9, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}}"
stld,architexture:stld,feature_cluster_coarse_to_fine_global_pooled_init_coarse_only,benchmark,105,106,2,0.868090783944329,0.7888893419382227,0.5,0.8000839227910322,0.9360976450976259,0.2054901123046875,0.7945098876953125,2,2,0.0,0.0,ok,direct_foreground,False,"cluster_a->foreground,cluster_b->background",cluster_a,cluster_b,0.868090783944329,0.7888893419382227,0.025536256175217927,0.7888893419382227,best_foreground_cluster_iou,1,fpn_2,fpn_2,fpn_2,72x72,16562,48974,16562,48974,16562,48974,0.0,0.0,0.0,0.0,coarsest_pooled_direct,pooled_avg_pool_coarse_only,False,False,0.8000839227910322,0.0019255146740264116,3,3,24x24,"{""cluster_0"": {""cluster_value"": 0, ""component_size_histogram"": {""1305"": 1, ""9"": 1}, ""largest_component_size"": 1305, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 2, ""smallest_component_size"": 9, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}, ""cluster_1"": {""cluster_value"": 1, ""component_size_histogram"": {""3870"": 1}, ""largest_component_size"": 3870, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 3870, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}}"
stld,architexture:stld,feature_cluster_coarse_to_fine_global_pooled_init_coarse_only,benchmark,106,107,2,0.3261305064593586,0.006847982285361215,0.5,0.018333127343138467,0.6339278855755788,0.0103607177734375,0.9896392822265625,2,2,0.0,0.0,ok,direct_foreground,False,"cluster_b->foreground,cluster_a->background",cluster_b,cluster_a,0.18344253276276798,0.006847982285361215,0.3261305064593586,0.006847982285361215,best_foreground_cluster_iou,1,fpn_2,fpn_2,fpn_2,72x72,41497,24039,41497,24039,41497,24039,0.0,0.0,0.0,0.0,coarsest_pooled_direct,pooled_avg_pool_coarse_only,False,False,0.005579133088550856,0.018333127343138467,3,3,24x24,"{""cluster_0"": {""cluster_value"": 0, ""component_size_histogram"": {""216"": 1, ""432"": 2, ""441"": 1, ""495"": 1, ""639"": 1, ""648"": 1}, ""largest_component_size"": 648, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 7, ""smallest_component_size"": 216, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}, ""cluster_1"": {""cluster_value"": 1, ""component_size_histogram"": {""153"": 1, ""216"": 3, ""225"": 1, ""423"": 1, ""432"": 1}, ""largest_component_size"": 432, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 7, ""smallest_component_size"": 153, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}}"
stld,architexture:stld,feature_cluster_coarse_to_fine_global_pooled_init_coarse_only,benchmark,107,108,2,0.350648358307414,0.008653865764311009,0.54402921774911,0.19438167768571987,0.506915038929108,0.19438167768571987,0.8936767578125,1,2,0.0,0.0,ok,direct_foreground,False,"cluster_b->foreground,cluster_a->background",cluster_b,cluster_a,0.22032928466796875,0.008653865764311009,0.350648358307414,0.008653865764311009,best_foreground_cluster_iou,1,fpn_2,fpn_2,fpn_2,72x72,29689,35847,29689,35847,29689,35847,0.0,0.0,0.0,0.0,coarsest_pooled_direct,pooled_avg_pool_coarse_only,False,False,0.0,0.19438167768571987,3,3,24x24,"{""cluster_0"": {""cluster_value"": 0, ""component_size_histogram"": {""2358"": 1}, ""largest_component_size"": 2358, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 2358, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}, ""cluster_1"": {""cluster_value"": 1, ""component_size_histogram"": {""2826"": 1}, ""largest_component_size"": 2826, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 2826, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}}"
stld,architexture:stld,feature_cluster_coarse_to_fine_global_pooled_init_coarse_only,benchmark,108,109,2,0.4344889052419736,0.07342662569639036,0.5,0.2776858988360845,0.5912919116478627,0.2357940673828125,0.7642059326171875,2,2,0.0,0.0,ok,direct_foreground,False,"cluster_a->foreground,cluster_b->background",cluster_a,cluster_b,0.4344889052419736,0.07342662569639036,0.207626840941193,0.07342662569639036,best_foreground_cluster_iou,1,fpn_2,fpn_2,fpn_2,72x72,25493,40043,25493,40043,25493,40043,0.0,0.0,0.0,0.0,coarsest_pooled_direct,pooled_avg_pool_coarse_only,False,False,0.2776858988360845,0.1339136120305668,3,3,24x24,"{""cluster_0"": {""cluster_value"": 0, ""component_size_histogram"": {""2025"": 1}, ""largest_component_size"": 2025, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 2025, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}, ""cluster_1"": {""cluster_value"": 1, ""component_size_histogram"": {""3159"": 1}, ""largest_component_size"": 3159, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 3159, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}}"
stld,architexture:stld,feature_cluster_coarse_to_fine_global_pooled_init_coarse_only,benchmark,109,110,2,0.30657271626350086,0.0029750657410268114,0.5,0.08283637718971301,0.5303090553372887,0.08123779296875,0.91876220703125,2,2,0.0,0.0,ok,direct_foreground,False,"cluster_a->foreground,cluster_b->background",cluster_a,cluster_b,0.30657271626350086,0.0029750657410268114,0.24804037129111844,0.0029750657410268114,best_foreground_cluster_iou,1,fpn_2,fpn_2,fpn_2,72x72,29539,35997,29539,35997,29539,35997,0.0,0.0,0.0,0.0,coarsest_pooled_direct,pooled_avg_pool_coarse_only,False,False,0.08283637718971301,0.06872025656941858,3,3,24x24,"{""cluster_0"": {""cluster_value"": 0, ""component_size_histogram"": {""2331"": 1}, ""largest_component_size"": 2331, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 2331, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}, ""cluster_1"": {""cluster_value"": 1, ""component_size_histogram"": {""2853"": 1}, ""largest_component_size"": 2853, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 2853, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}}"
stld,architexture:stld,feature_cluster_coarse_to_fine_global_pooled_init_coarse_only,benchmark,110,111,2,0.615628434310908,0.3900471457720739,0.5,0.39960058097313,0.8316562876486858,0.1025390625,0.8974609375,2,2,0.0,0.0,ok,direct_foreground,False,"cluster_a->foreground,cluster_b->background",cluster_a,cluster_b,0.615628434310908,0.3900471457720739,0.07598202536052549,0.3900471457720739,best_foreground_cluster_iou,1,fpn_2,fpn_2,fpn_2,72x72,16407,49129,16407,49129,16407,49129,0.0,0.0,0.0,0.0,coarsest_pooled_direct,pooled_avg_pool_coarse_only,False,False,0.39960058097313,0.0020993325199167444,3,3,24x24,"{""cluster_0"": {""cluster_value"": 0, ""component_size_histogram"": {""1287"": 1, ""9"": 1}, ""largest_component_size"": 1287, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 2, ""smallest_component_size"": 9, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}, ""cluster_1"": {""cluster_value"": 1, ""component_size_histogram"": {""18"": 1, ""3861"": 1, ""9"": 1}, ""largest_component_size"": 3861, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 3, ""smallest_component_size"": 9, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}}"
stld,architexture:stld,feature_cluster_coarse_to_fine_global_pooled_init_coarse_only,benchmark,111,112,2,0.3767738949421803,0.02903424053170779,0.5,0.22433590402742073,0.5292118858569398,0.1670074462890625,0.8329925537109375,2,2,0.0,0.0,ok,direct_foreground,False,"cluster_a->foreground,cluster_b->background",cluster_a,cluster_b,0.3767738949421803,0.02903424053170779,0.22995657267831682,0.02903424053170779,best_foreground_cluster_iou,1,fpn_2,fpn_2,fpn_2,72x72,31919,33617,31919,33617,31919,33617,0.0,0.0,0.0,0.0,coarsest_pooled_direct,pooled_avg_pool_coarse_only,False,False,0.22433590402742073,0.07453401171903258,3,3,24x24,"{""cluster_0"": {""cluster_value"": 0, ""component_size_histogram"": {""2520"": 1}, ""largest_component_size"": 2520, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 2520, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}, ""cluster_1"": {""cluster_value"": 1, ""component_size_histogram"": {""2664"": 1}, ""largest_component_size"": 2664, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 2664, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}}"
stld,architexture:stld,feature_cluster_coarse_to_fine_global_pooled_init_coarse_only,benchmark,112,113,2,0.2568427743751392,-4.989912759290318e-05,0.5,0.12320083881422171,0.3904847099360567,0.13494873046875,0.86505126953125,2,2,0.0,0.0,ok,direct_foreground,False,"cluster_b->foreground,cluster_a->background",cluster_b,cluster_a,0.3243621520265644,-4.989912759290318e-05,0.2568427743751392,-4.989912759290318e-05,best_foreground_cluster_iou,1,fpn_2,fpn_2,fpn_2,72x72,27246,38290,27246,38290,27246,38290,0.0,0.0,0.0,0.0,coarsest_pooled_direct,pooled_avg_pool_coarse_only,False,False,0.1133390918065153,0.12320083881422171,3,3,24x24,"{""cluster_0"": {""cluster_value"": 0, ""component_size_histogram"": {""2169"": 1}, ""largest_component_size"": 2169, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 2169, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}, ""cluster_1"": {""cluster_value"": 1, ""component_size_histogram"": {""27"": 1, ""2988"": 1}, ""largest_component_size"": 2988, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 2, ""smallest_component_size"": 27, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}}"
stld,architexture:stld,feature_cluster_coarse_to_fine_global_pooled_init_coarse_only,benchmark,113,114,2,0.3503346450223443,0.025883282490243572,0.5,0.12608956018364495,0.5745797298610437,0.0877685546875,0.9122314453125,2,2,0.0,0.0,ok,direct_foreground,False,"cluster_a->foreground,cluster_b->background",cluster_a,cluster_b,0.3503346450223443,0.025883282490243572,0.21495640843233743,0.025883282490243572,best_foreground_cluster_iou,1,fpn_2,fpn_2,fpn_2,72x72,28096,37440,28096,37440,28096,37440,0.0,0.0,0.0,0.0,coarsest_pooled_direct,pooled_avg_pool_coarse_only,False,False,0.12608956018364495,0.047586708707252,3,3,24x24,"{""cluster_0"": {""cluster_value"": 0, ""component_size_histogram"": {""2214"": 1}, ""largest_component_size"": 2214, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 2214, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}, ""cluster_1"": {""cluster_value"": 1, ""component_size_histogram"": {""2970"": 1}, ""largest_component_size"": 2970, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 2970, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}}"
stld,architexture:stld,feature_cluster_coarse_to_fine_global_pooled_init_coarse_only,benchmark,114,115,2,0.37341761255720834,0.022831370807253577,0.5,0.22496690420527843,0.5218683209091383,0.1273651123046875,0.8726348876953125,2,2,0.0,0.0,ok,direct_foreground,False,"cluster_a->foreground,cluster_b->background",cluster_a,cluster_b,0.37341761255720834,0.022831370807253577,0.21301816165478868,0.022831370807253577,best_foreground_cluster_iou,1,fpn_2,fpn_2,fpn_2,72x72,35143,30393,35143,30393,35143,30393,0.0,0.0,0.0,0.0,coarsest_pooled_direct,pooled_avg_pool_coarse_only,False,False,0.22496690420527843,0.009379885356956748,3,3,24x24,"{""cluster_0"": {""cluster_value"": 0, ""component_size_histogram"": {""2772"": 1}, ""largest_component_size"": 2772, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 2772, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}, ""cluster_1"": {""cluster_value"": 1, ""component_size_histogram"": {""2412"": 1}, ""largest_component_size"": 2412, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 2412, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}}"
stld,architexture:stld,feature_cluster_coarse_to_fine_global_pooled_init_coarse_only,benchmark,115,116,2,0.5571029253891039,0.26899616246997166,0.5,0.37881687328396707,0.7353889774942407,0.139801025390625,0.860198974609375,2,2,0.0,0.0,ok,direct_foreground,False,"cluster_a->foreground,cluster_b->background",cluster_a,cluster_b,0.5571029253891039,0.26899616246997166,0.11414464077234868,0.26899616246997166,best_foreground_cluster_iou,1,fpn_2,fpn_2,fpn_2,72x72,23982,41554,23982,41554,23982,41554,0.0,0.0,0.0,0.0,coarsest_pooled_direct,pooled_avg_pool_coarse_only,False,False,0.37881687328396707,0.0011054086063955783,3,3,24x24,"{""cluster_0"": {""cluster_value"": 0, ""component_size_histogram"": {""1899"": 1}, ""largest_component_size"": 1899, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 1899, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}, ""cluster_1"": {""cluster_value"": 1, ""component_size_histogram"": {""3276"": 1, ""9"": 1}, ""largest_component_size"": 3276, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 2, ""smallest_component_size"": 9, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}}"
stld,architexture:stld,feature_cluster_coarse_to_fine_global_pooled_init_coarse_only,benchmark,116,117,2,0.357282722152261,0.028281579714917196,0.5,0.12996402145136107,0.5846014228531609,0.0944671630859375,0.9055328369140625,2,2,0.0,0.0,ok,direct_foreground,False,"cluster_a->foreground,cluster_b->background",cluster_a,cluster_b,0.357282722152261,0.028281579714917196,0.21212452586686692,0.028281579714917196,best_foreground_cluster_iou,1,fpn_2,fpn_2,fpn_2,72x72,27100,38436,27100,38436,27100,38436,0.0,0.0,0.0,0.0,coarsest_pooled_direct,pooled_avg_pool_coarse_only,False,False,0.12996402145136107,0.05588548444339288,3,3,24x24,"{""cluster_0"": {""cluster_value"": 0, ""component_size_histogram"": {""2151"": 1}, ""largest_component_size"": 2151, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 2151, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}, ""cluster_1"": {""cluster_value"": 1, ""component_size_histogram"": {""3033"": 1}, ""largest_component_size"": 3033, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 3033, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}}"
stld,architexture:stld,feature_cluster_coarse_to_fine_global_pooled_init_coarse_only,benchmark,117,118,2,0.33773110375627874,-0.03077533082242383,0.5,0.2602290182935344,0.4152331892190231,0.18646240234375,0.81353759765625,2,2,0.0,0.0,ok,direct_foreground,False,"cluster_b->foreground,cluster_a->background",cluster_b,cluster_a,0.2532846232728067,-0.03077533082242383,0.33773110375627874,-0.03077533082242383,best_foreground_cluster_iou,1,fpn_2,fpn_2,fpn_2,72x72,23609,41927,23609,41927,23609,41927,0.0,0.0,0.0,0.0,coarsest_pooled_direct,pooled_avg_pool_coarse_only,False,False,0.02986490370796206,0.2602290182935344,3,3,24x24,"{""cluster_0"": {""cluster_value"": 0, ""component_size_histogram"": {""1872"": 1}, ""largest_component_size"": 1872, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 1872, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}, ""cluster_1"": {""cluster_value"": 1, ""component_size_histogram"": {""3312"": 1}, ""largest_component_size"": 3312, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 3312, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}}"
stld,architexture:stld,feature_cluster_coarse_to_fine_global_pooled_init_coarse_only,benchmark,118,119,2,0.3389731375410919,0.0040821126050364755,0.5,0.1941505744971476,0.4837957005850361,0.1444091796875,0.8555908203125,2,2,0.0,0.0,ok,direct_foreground,False,"cluster_a->foreground,cluster_b->background",cluster_a,cluster_b,0.3389731375410919,0.0040821126050364755,0.2494983775398096,0.0040821126050364755,best_foreground_cluster_iou,1,fpn_2,fpn_2,fpn_2,72x72,35122,30414,35122,30414,35122,30414,0.0,0.0,0.0,0.0,coarsest_pooled_direct,pooled_avg_pool_coarse_only,False,False,0.1941505744971476,0.058811034702493166,3,3,24x24,"{""cluster_0"": {""cluster_value"": 0, ""component_size_histogram"": {""2772"": 1}, ""largest_component_size"": 2772, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 2772, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}, ""cluster_1"": {""cluster_value"": 1, ""component_size_histogram"": {""2412"": 1}, ""largest_component_size"": 2412, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 2412, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}}"
stld,architexture:stld,feature_cluster_coarse_to_fine_global_pooled_init_coarse_only,benchmark,119,120,2,0.4495686568005798,0.07706257925090548,0.5,0.3444395165761171,0.5546977970250424,0.2223968505859375,0.7776031494140625,2,2,0.0,0.0,ok,direct_foreground,False,"cluster_b->foreground,cluster_a->background",cluster_b,cluster_a,0.19400206691523197,0.07706257925090548,0.4495686568005798,0.07706257925090548,best_foreground_cluster_iou,1,fpn_2,fpn_2,fpn_2,72x72,31609,33927,31609,33927,31609,33927,0.0,0.0,0.0,0.0,coarsest_pooled_direct,pooled_avg_pool_coarse_only,False,False,0.048802089247189734,0.3444395165761171,3,3,24x24,"{""cluster_0"": {""cluster_value"": 0, ""component_size_histogram"": {""18"": 1, ""2466"": 1, ""9"": 1}, ""largest_component_size"": 2466, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 3, ""smallest_component_size"": 9, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}, ""cluster_1"": {""cluster_value"": 1, ""component_size_histogram"": {""2682"": 1, ""9"": 1}, ""largest_component_size"": 2682, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 2, ""smallest_component_size"": 9, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}}"
stld,architexture:stld,feature_cluster_coarse_to_fine_global_pooled_init_coarse_only,benchmark,120,121,2,0.4326553533100781,0.1000501244557888,0.5,0.16894288754877615,0.69636781907138,0.0856781005859375,0.9143218994140625,2,2,0.0,0.0,ok,direct_foreground,False,"cluster_a->foreground,cluster_b->background",cluster_a,cluster_b,0.4326553533100781,0.1000501244557888,0.15144915973872414,0.1000501244557888,best_foreground_cluster_iou,1,fpn_2,fpn_2,fpn_2,72x72,20747,44789,20747,44789,20747,44789,0.0,0.0,0.0,0.0,coarsest_pooled_direct,pooled_avg_pool_coarse_only,False,False,0.16894288754877615,0.03714068190703512,3,3,24x24,"{""cluster_0"": {""cluster_value"": 0, ""component_size_histogram"": {""1647"": 1}, ""largest_component_size"": 1647, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 1647, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}, ""cluster_1"": {""cluster_value"": 1, ""component_size_histogram"": {""3537"": 1}, ""largest_component_size"": 3537, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 3537, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}}"
